GCXH,XZQHMC,ROAD_ID,K_INDEX,BOUNDARY_LEVEL,BOUNDARY_DETAIL,BOUNDARY_LABEL,CLEAN_KKMC,FXLX,GCSJ,GCSJ_TS,GCSJ_MQ,HPZL,HPZL_LABEL,HPHM,BRAND
F120300109089616763,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2024-01-07 00:00:08,1704585608000,2024-01-07 00:00:08,2,小型汽车,苏C07***,大众
F120300109089616768,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2024-01-07 00:00:09,1704585609000,2024-01-07 00:00:09,2,小型汽车,苏C07***,大众
F120300109089616355,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2024-01-07 00:00:19,1704585619000,2024-01-07 00:00:19,1,大型汽车,鲁Q02***,福田
F120300109089617023,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2024-01-07 00:00:26,1704585626000,2024-01-07 00:00:26,2,小型汽车,豫JD6***,一汽
F120300109089617088,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2024-01-07 00:00:27,1704585627000,2024-01-07 00:00:27,2,小型汽车,苏E95***,宝马
F120300109089616562,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2024-01-07 00:00:29,1704585629000,2024-01-07 00:00:29,1,大型汽车,豫NJ9***,福田
F120300109089617285,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2024-01-07 00:00:37,1704585637000,2024-01-07 00:00:37,1,大型汽车,苏NDD***,东风
F120300109089616872,新沂市,S323,K10,CITY,徐州-连云港,连云港交界,S323-K10-市际卡口,1,2024-01-07 00:00:43,1704585643000,2024-01-07 00:00:43,2,小型汽车,苏NQ0***,福田
F120300109089617000,邳州市,S251,K5,PROVINCE,江苏-山东,苏鲁界,S251-K5-省际卡口,1,2024-01-07 00:00:51,1704585651000,2024-01-07 00:00:51,2,小型汽车,苏C96***,未知
F120300109089617281,新沂市,G235,K10,CITY,徐州-连云港,连云港交界,G235-K10-市际卡口,1,2024-01-07 00:01:06,1704585666000,2024-01-07 00:01:06,1,大型汽车,苏CST***,福田
F120300109089617324,铜山县,G311,K207,PROVINCE,江苏-安徽,苏皖界,G311-K207-省际卡口,1,2024-01-07 00:01:10,1704585670000,2024-01-07 00:01:10,2,小型汽车,苏CE9***,未知
F120300109089617377,铜山县,G104,K744,PROVINCE,江苏-山东,苏鲁界,G104-K744-省际卡口,1,2024-01-07 00:01:11,1704585671000,2024-01-07 00:01:11,52,教练车,云CDQ***,未知
F120300109089617566,睢宁县,S325,K63,CITY,徐州-宿迁,宿迁界,S325-K63-市际卡口,2,2024-01-07 00:01:14,1704585674000,2024-01-07 00:01:14,1,大型汽车,苏G81***,未知
F120300109089617571,铜山县,G311,K207,PROVINCE,江苏-安徽,苏皖界,G311-K207-省际卡口,1,2024-01-07 00:01:22,1704585682000,2024-01-07 00:01:22,52,教练车,皖LD7***,未知
F120300109089617868,睢宁县,S325,K63,CITY,徐州-宿迁,宿迁界,S325-K63-市际卡口,2,2024-01-07 00:01:29,1704585689000,2024-01-07 00:01:29,1,大型汽车,豫HS0***,奔驰
F120300109089617973,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2024-01-07 00:01:39,1704585699000,2024-01-07 00:01:39,1,大型汽车,苏CMF***,奥迪
F120300109089618088,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2024-01-07 00:01:47,1704585707000,2024-01-07 00:01:47,1,大型汽车,皖LB3***,一汽
F120300109089618177,新沂市,S323,K10,CITY,徐州-连云港,连云港交界,S323-K10-市际卡口,1,2024-01-07 00:01:49,1704585709000,2024-01-07 00:01:49,1,大型汽车,苏C2W***,福田
F120300109089618127,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2024-01-07 00:01:50,1704585710000,2024-01-07 00:01:50,1,大型汽车,苏CSR***,福田
F120300109089618294,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2024-01-07 00:01:58,1704585718000,2024-01-07 00:01:58,2,小型汽车,苏C17***,荣威
F120300109089618531,铜山县,G104,K744,PROVINCE,江苏-山东,苏鲁界,G104-K744-省际卡口,1,2024-01-07 00:02:03,1704585723000,2024-01-07 00:02:03,2,小型汽车,苏CN0***,未知
F120300109089618659,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2024-01-07 00:02:16,1704585736000,2024-01-07 00:02:16,1,大型汽车,鲁JE1***,未知
F120300109089619524,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2024-01-07 00:02:29,1704585749000,2024-01-07 00:02:29,1,大型汽车,冀J3E***,现代
F120300109089619261,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2024-01-07 00:02:45,1704585765000,2024-01-07 00:02:45,1,大型汽车,鲁Q61***,未知
F120300109089619939,睢宁县,S325,K63,CITY,徐州-宿迁,宿迁界,S325-K63-市际卡口,2,2024-01-07 00:03:12,1704585792000,2024-01-07 00:03:12,1,大型汽车,浙B1H***,吉利
F120300109089620328,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2024-01-07 00:03:12,1704585792000,2024-01-07 00:03:12,1,大型汽车,皖LF4***,未知
F120300109089620355,丰县,G518,K358,PROVINCE,江苏-山东,苏鲁界,G518518-K358-省际卡口,1,2024-01-07 00:03:24,1704585804000,2024-01-07 00:03:24,1,大型汽车,苏NDC***,东风
F120300109089620167,铜山县,G311,K207,PROVINCE,江苏-安徽,苏皖界,G311-K207-省际卡口,1,2024-01-07 00:03:32,1704585812000,2024-01-07 00:03:32,52,教练车,苏CDF***,未知
F120300109089620741,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2024-01-07 00:03:34,1704585814000,2024-01-07 00:03:34,2,小型汽车,鲁A62***,一汽
F120300109089620420,睢宁县,S325,K63,CITY,徐州-宿迁,宿迁界,S325-K63-市际卡口,2,2024-01-07 00:03:40,1704585820000,2024-01-07 00:03:40,2,小型汽车,苏CL3***,东风
