GCXH,XZQHMC,ROAD_ID,K_INDEX,BOUNDARY_LEVEL,BOUNDARY_DETAIL,BOUNDARY_LABEL,CLEAN_KKMC,FXLX,GCSJ,GCSJ_TS,GCSJ_MQ,HPZL,HPZL_LABEL,HPHM,BRAND
F10300108866851752,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2023-12-12 00:00:23,1702339223000,2023-12-12 00:00:23,02,小型汽车,冀A81***,东风
F10300108866851617,新沂市,G235,K10,CITY,徐州-连云港,连云港交界,G235-K10-市际卡口,1,2023-12-12 00:00:28,1702339228000,2023-12-12 00:00:28,02,小型汽车,苏CB5***,五菱
F10300108866851625,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-12 00:00:30,1702339230000,2023-12-12 00:00:30,01,大型汽车,苏C3T***,福田
F10300108866851763,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-12 00:00:39,1702339239000,2023-12-12 00:00:39,01,大型汽车,鲁Q83***,福田
F10300108866852436,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-12 00:01:33,1702339293000,2023-12-12 00:01:33,01,大型汽车,苏CGC***,奥迪
F10300108866852559,铜山县,G104,K744,PROVINCE,江苏-山东,苏鲁界,G104-K744-省际卡口,1,2023-12-12 00:01:34,1702339294000,2023-12-12 00:01:34,02,小型汽车,苏C12***,未知
F10300108866852528,新沂市,S323,K10,CITY,徐州-连云港,连云港交界,S323-K10-市际卡口,1,2023-12-12 00:01:36,1702339296000,2023-12-12 00:01:36,01,大型汽车,苏GP2***,福田
F10300108866852604,铜山县,G311,K207,PROVINCE,江苏-安徽,苏皖界,G311-K207-省际卡口,1,2023-12-12 00:01:45,1702339305000,2023-12-12 00:01:45,02,小型汽车,皖LNB***,未知
F10300108866852922,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2023-12-12 00:01:47,1702339307000,2023-12-12 00:01:47,01,大型汽车,苏CMP***,东风
F10300108866852761,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-12 00:01:55,1702339315000,2023-12-12 00:01:55,01,大型汽车,鲁Q76***,未知
F10300108866852854,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-12 00:02:00,1702339320000,2023-12-12 00:02:00,01,大型汽车,鲁Q35***,未知
F10300108866853335,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-12 00:02:37,1702339357000,2023-12-12 00:02:37,01,大型汽车,苏CKG***,汉江
F10300108866853386,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-12 00:02:41,1702339361000,2023-12-12 00:02:41,01,大型汽车,豫NM9***,宝马
F10300108866853662,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2023-12-12 00:02:44,1702339364000,2023-12-12 00:02:44,01,大型汽车,苏CLS***,福田
F10300108866853892,睢宁县,S325,K63,CITY,徐州-宿迁,宿迁界,S325-K63-市际卡口,2,2023-12-12 00:03:11,1702339391000,2023-12-12 00:03:11,02,小型汽车,苏CE1***,吉利
F10300108866854240,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2023-12-12 00:03:26,1702339406000,2023-12-12 00:03:26,01,大型汽车,鲁H18***,一汽
F10300108866854228,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-12 00:03:41,1702339421000,2023-12-12 00:03:41,01,大型汽车,皖C24***,宝马
F10300108866854273,丰县,X308,K19,CITY,丰县-睢宁,县界,X308-K19-市际卡口,1,2023-12-12 00:03:43,1702339423000,2023-12-12 00:03:43,01,大型汽车,苏CJN***,一汽
F10300108866854514,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-12 00:04:06,1702339446000,2023-12-12 00:04:06,01,大型汽车,鲁Q02***,福田
F10300108866854562,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-12 00:04:10,1702339450000,2023-12-12 00:04:10,01,大型汽车,皖LG4***,五十铃
F10300108866854895,新沂市,S323,K10,CITY,徐州-连云港,连云港交界,S323-K10-市际卡口,1,2023-12-12 00:04:36,1702339476000,2023-12-12 00:04:36,01,大型汽车,鲁H70***,未知
F10300108866855182,睢宁县,S325,K63,CITY,徐州-宿迁,宿迁界,S325-K63-市际卡口,2,2023-12-12 00:04:52,1702339492000,2023-12-12 00:04:52,02,小型汽车,苏NL5***,东风
F10300108866855526,睢宁县,S325,K63,CITY,徐州-宿迁,宿迁界,S325-K63-市际卡口,2,2023-12-12 00:05:22,1702339522000,2023-12-12 00:05:22,02,小型汽车,苏C1B***,北京
F10300108866855571,睢宁县,S325,K63,CITY,徐州-宿迁,宿迁界,S325-K63-市际卡口,2,2023-12-12 00:05:26,1702339526000,2023-12-12 00:05:26,02,小型汽车,苏CH5***,江淮
F10300108866855614,铜山县,G104,K744,PROVINCE,江苏-山东,苏鲁界,G104-K744-省际卡口,1,2023-12-12 00:05:28,1702339528000,2023-12-12 00:05:28,02,小型汽车,苏C6X***,未知
F10300108866855984,睢宁县,S325,K63,CITY,徐州-宿迁,宿迁界,S325-K63-市际卡口,2,2023-12-12 00:05:58,1702339558000,2023-12-12 00:05:58,02,小型汽车,苏C57***,现代
F10300108866856353,睢宁县,S325,K63,CITY,徐州-宿迁,宿迁界,S325-K63-市际卡口,2,2023-12-12 00:06:27,1702339587000,2023-12-12 00:06:27,02,小型汽车,苏NR3***,大众
F10300108866856441,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-12 00:06:43,1702339603000,2023-12-12 00:06:43,01,大型汽车,鲁CN1***,宝马
F10300108866856547,睢宁县,S325,K63,CITY,徐州-宿迁,宿迁界,S325-K63-市际卡口,2,2023-12-12 00:06:45,1702339605000,2023-12-12 00:06:45,01,大型汽车,豫NX3***,云度
F10300108866856511,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-12 00:06:50,1702339610000,2023-12-12 00:06:50,01,大型汽车,鲁Q58***,一汽
F10300108866856559,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-12 00:06:54,1702339614000,2023-12-12 00:06:54,01,大型汽车,皖L29***,一汽
F10300108866856833,铜山县,G206,K816,PROVINCE,江苏-安徽,苏皖界,G206-K816-省际卡口,1,2023-12-12 00:07:11,1702339631000,2023-12-12 00:07:11,未知,未知,苏D38***,未知
F10300108866857082,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2023-12-12 00:07:17,1702339637000,2023-12-12 00:07:17,01,大型汽车,苏CJT***,未知
F10300108866856886,铜山县,G206,K816,PROVINCE,江苏-安徽,苏皖界,G206-K816-省际卡口,1,2023-12-12 00:07:20,1702339640000,2023-12-12 00:07:20,02,小型汽车,苏C77***,大众
F10300108866856890,铜山县,G206,K816,PROVINCE,江苏-安徽,苏皖界,G206-K816-省际卡口,1,2023-12-12 00:07:22,1702339642000,2023-12-12 00:07:22,02,小型汽车,苏C32***,未知
F10300108866857383,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2023-12-12 00:07:43,1702339663000,2023-12-12 00:07:43,01,大型汽车,鲁H50***,福田
F10300108866857670,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2023-12-12 00:08:08,1702339688000,2023-12-12 00:08:08,02,小型汽车,豫GB8***,海马
F10300108866857749,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2023-12-12 00:08:13,1702339693000,2023-12-12 00:08:13,02,小型汽车,苏CW6***,大众
F10300108866857556,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-12 00:08:13,1702339693000,2023-12-12 00:08:13,01,大型汽车,鲁Q77***,福田
F10300108866857716,铜山县,G311,K207,PROVINCE,江苏-安徽,苏皖界,G311-K207-省际卡口,1,2023-12-12 00:08:20,1702339700000,2023-12-12 00:08:20,02,小型汽车,苏CZ2***,长城
F10300108866858005,新沂市,S505,K10,CITY,徐州-宿迁,宿迁界,S505-K10-市际卡口,1,2023-12-12 00:08:50,1702339730000,2023-12-12 00:08:50,02,小型汽车,苏C35***,比亚迪
F10300108866858042,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-12 00:08:51,1702339731000,2023-12-12 00:08:51,01,大型汽车,鲁Q81***,福特
F10300108866858068,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-12 00:08:57,1702339737000,2023-12-12 00:08:57,01,大型汽车,皖C94***,未知
